,user_id,date,year,month,day,hour,minute,second,hour_period,duration_min
0,8953,2016-12-24,2016,Dec,Saturday,6,11,31,06:00-06:30,1.5
1,3633,2017-02-08,2017,Feb,Wednesday,16,22,53,16:00-16:30,0.333
2,3633,2016-12-09,2016,Dec,Friday,17,36,52,17:30-18:00,0.167
3,3633,2018-06-03,2018,Jun,Sunday,21,20,16,21:00-21:30,0.167
4,3633,2016-09-16,2016,Sep,Friday,9,16,39,09:00-09:30,0.167
5,3633,2018-08-16,2018,Aug,Thursday,22,25,49,22:00-22:30,1.167
6,3633,2016-08-06,2016,Aug,Saturday,13,0,21,13:00-13:30,0.667
7,3633,2017-04-13,2017,Apr,Thursday,14,6,17,14:00-14:30,1.667
8,3633,2018-04-01,2018,Apr,Sunday,14,35,26,14:30-15:00,1.167
9,3633,2017-11-04,2017,Nov,Saturday,14,39,36,14:30-15:00,0.167
10,3633,2016-07-19,2016,Jul,Tuesday,9,11,21,09:00-09:30,0.5
11,8953,2017-02-05,2017,Feb,Sunday,18,3,10,18:00-18:30,0.933
12,3633,2018-06-10,2018,Jun,Sunday,14,30,1,14:30-15:00,0.467
13,3633,2016-07-13,2016,Jul,Wednesday,14,30,1,14:30-15:00,1.833
14,3633,2018-08-28,2018,Aug,Tuesday,13,17,2,13:00-13:30,0.333
15,3633,2016-10-03,2016,Oct,Monday,16,21,34,16:00-16:30,1.25
16,3633,2017-02-21,2017,Feb,Tuesday,14,53,5,14:30-15:00,0.35
17,3633,2017-11-02,2017,Nov,Thursday,16,56,8,16:30-17:00,1.533
18,3633,2018-08-02,2018,Aug,Thursday,15,32,49,15:30-16:00,0.167
19,3633,2018-03-06,2018,Mar,Tuesday,9,19,19,09:00-09:30,0.167
20,8953,2017-06-26,2017,Jun,Monday,15,5,13,15:00-15:30,0.45
21,8953,2017-07-09,2017,Jul,Sunday,11,27,48,11:00-11:30,3.0
22,3633,2018-06-19,2018,Jun,Tuesday,8,1,59,08:00-08:30,0.067
23,3633,2017-08-15,2017,Aug,Tuesday,17,39,55,17:30-18:00,0.167
24,3633,2016-09-22,2016,Sep,Thursday,15,54,54,15:30-16:00,0.667
25,3633,2016-07-16,2016,Jul,Saturday,7,39,11,07:30-08:00,0.583
26,3633,2018-10-05,2018,Oct,Friday,14,8,41,14:00-14:30,0.05
27,3633,2017-11-13,2017,Nov,Monday,19,53,8,19:30-20:00,6.283
28,3633,2018-07-16,2018,Jul,Monday,9,41,53,09:30-10:00,0.167
29,8953,2017-07-12,2017,Jul,Wednesday,15,26,23,15:00-15:30,10.783
30,3633,2016-10-08,2016,Oct,Saturday,7,27,24,07:00-07:30,0.167
31,3633,2017-07-21,2017,Jul,Friday,21,22,34,21:00-21:30,6.067
32,3633,2017-03-16,2017,Mar,Thursday,6,19,34,06:00-06:30,0.167
33,8953,2017-08-24,2017,Aug,Thursday,18,44,56,18:30-19:00,0.167
34,3633,2017-02-13,2017,Feb,Monday,16,35,38,16:30-17:00,1.367
35,3633,2017-01-26,2017,Jan,Thursday,17,18,33,17:00-17:30,0.167
36,3633,2017-05-11,2017,May,Thursday,8,2,43,08:00-08:30,0.183
37,3633,2018-06-28,2018,Jun,Thursday,8,35,17,08:30-09:00,1.667
38,3633,2016-07-06,2016,Jul,Wednesday,23,33,39,23:30-24:00,5.35
39,3633,2016-07-09,2016,Jul,Saturday,11,32,42,11:30-12:00,0.333
40,3633,2017-02-02,2017,Feb,Thursday,18,26,15,18:00-18:30,3.833
41,8953,2017-09-04,2017,Sep,Monday,11,13,8,11:00-11:30,1.1
42,3633,2016-08-25,2016,Aug,Thursday,14,27,34,14:00-14:30,10.433
43,8953,2017-05-19,2017,May,Friday,16,30,41,16:30-17:00,1.967
44,8953,2017-07-26,2017,Jul,Wednesday,21,2,35,21:00-21:30,0.167
45,3633,2018-04-17,2018,Apr,Tuesday,9,21,9,09:00-09:30,8.333
46,3633,2017-07-31,2017,Jul,Monday,21,33,18,21:30-22:00,10.75
47,3633,2018-01-19,2018,Jan,Friday,11,25,15,11:00-11:30,0.167
48,3633,2018-12-01,2018,Dec,Saturday,16,41,28,16:30-17:00,0.167
49,3633,2017-01-17,2017,Jan,Tuesday,8,19,4,08:00-08:30,1.167
50,3633,2017-04-19,2017,Apr,Wednesday,18,33,51,18:30-19:00,1.6
51,8953,2016-12-10,2016,Dec,Saturday,16,20,31,16:00-16:30,7.35
52,3633,2016-10-19,2016,Oct,Wednesday,16,51,15,16:30-17:00,0.167
53,3633,2018-02-09,2018,Feb,Friday,13,13,17,13:00-13:30,0.833
54,3633,2017-10-18,2017,Oct,Wednesday,8,10,7,08:00-08:30,0.55
55,3633,2017-01-14,2017,Jan,Saturday,14,47,18,14:30-15:00,1.233
56,3633,2016-11-30,2016,Nov,Wednesday,22,7,3,22:00-22:30,2.0
57,3633,2018-07-04,2018,Jul,Wednesday,2,57,54,02:30-03:00,0.117
58,3633,2017-10-29,2017,Oct,Sunday,15,6,20,15:00-15:30,2.167
59,3633,2017-11-13,2017,Nov,Monday,8,14,57,08:00-08:30,0.067
60,8953,2016-12-26,2016,Dec,Monday,10,57,48,10:30-11:00,0.45
61,3633,2016-12-16,2016,Dec,Friday,16,52,57,16:30-17:00,0.167
62,3633,2017-09-01,2017,Sep,Friday,16,58,23,16:30-17:00,10.333
63,3633,2016-10-07,2016,Oct,Friday,8,7,3,08:00-08:30,0.25
64,3633,2017-05-30,2017,May,Tuesday,15,42,54,15:30-16:00,0.667
65,3633,2016-10-26,2016,Oct,Wednesday,12,39,18,12:30-13:00,1.433
66,3633,2016-11-25,2016,Nov,Friday,13,21,29,13:00-13:30,0.833
67,3633,2018-10-28,2018,Oct,Sunday,17,32,26,17:30-18:00,0.333
68,3633,2018-07-10,2018,Jul,Tuesday,9,23,16,09:00-09:30,0.65
69,3633,2018-03-24,2018,Mar,Saturday,16,57,53,16:30-17:00,1.0
70,8953,2017-10-02,2017,Oct,Monday,15,13,28,15:00-15:30,0.05
71,3633,2016-10-21,2016,Oct,Friday,18,6,56,18:00-18:30,0.65
72,3633,2017-07-10,2017,Jul,Monday,0,42,4,00:30-01:00,3.5
73,3633,2018-02-13,2018,Feb,Tuesday,21,16,45,21:00-21:30,0.167
74,3633,2018-07-19,2018,Jul,Thursday,23,55,31,23:30-24:00,5.5
75,3633,2017-08-01,2017,Aug,Tuesday,12,54,19,12:30-13:00,6.333
76,8953,2017-08-30,2017,Aug,Wednesday,10,52,46,10:30-11:00,2.983
77,3633,2017-07-18,2017,Jul,Tuesday,8,49,22,08:30-09:00,0.783
78,3633,2017-04-20,2017,Apr,Thursday,8,53,23,08:30-09:00,2.917
79,8953,2016-12-19,2016,Dec,Monday,12,25,33,12:00-12:30,1.333
80,3633,2017-09-18,2017,Sep,Monday,11,33,56,11:30-12:00,23.017
81,3633,2018-10-03,2018,Oct,Wednesday,4,2,45,04:00-04:30,0.167
82,3633,2016-10-21,2016,Oct,Friday,12,30,7,12:30-13:00,0.45
83,3633,2017-08-30,2017,Aug,Wednesday,9,34,5,09:30-10:00,0.333
84,3633,2017-08-27,2017,Aug,Sunday,22,9,54,22:00-22:30,0.5
85,3633,2017-03-14,2017,Mar,Tuesday,14,40,51,14:30-15:00,0.017
86,8953,2017-10-08,2017,Oct,Sunday,4,5,31,04:00-04:30,6.85
87,3633,2017-08-17,2017,Aug,Thursday,19,5,16,19:00-19:30,0.333
88,3633,2016-08-15,2016,Aug,Monday,18,7,37,18:00-18:30,0.033
89,8953,2017-05-25,2017,May,Thursday,12,23,15,12:00-12:30,0.167
90,3633,2018-05-23,2018,May,Wednesday,7,28,56,07:00-07:30,1.167
91,8953,2017-12-08,2017,Dec,Friday,18,12,22,18:00-18:30,0.167
92,8953,2017-07-26,2017,Jul,Wednesday,19,14,26,19:00-19:30,1.017
93,3633,2016-10-24,2016,Oct,Monday,15,36,5,15:30-16:00,0.333
94,3633,2017-11-15,2017,Nov,Wednesday,12,1,19,12:00-12:30,0.167
95,3633,2018-02-24,2018,Feb,Saturday,20,24,58,20:00-20:30,1.3
96,3633,2017-01-27,2017,Jan,Friday,8,24,3,08:00-08:30,1.217
97,8953,2017-10-01,2017,Oct,Sunday,11,29,48,11:00-11:30,1.017
98,3633,2018-11-14,2018,Nov,Wednesday,2,48,9,02:30-03:00,2.083
99,8953,2017-01-15,2017,Jan,Sunday,13,30,6,13:30-14:00,25.067
100,3633,2018-05-21,2018,May,Monday,5,31,22,05:30-06:00,1.183
101,3633,2018-07-24,2018,Jul,Tuesday,20,36,11,20:30-21:00,0.167
102,3633,2017-10-15,2017,Oct,Sunday,14,56,46,14:30-15:00,1.0
103,3633,2016-12-31,2016,Dec,Saturday,23,41,45,23:30-24:00,2.0
104,3633,2017-12-24,2017,Dec,Sunday,14,18,7,14:00-14:30,0.283
105,3633,2016-10-17,2016,Oct,Monday,0,28,12,00:00-00:30,0.117
106,3633,2018-12-31,2018,Dec,Monday,9,20,50,09:00-09:30,0.167
107,3633,2016-10-26,2016,Oct,Wednesday,19,18,54,19:00-19:30,7.85
108,3633,2018-02-04,2018,Feb,Sunday,15,31,36,15:30-16:00,0.167
109,3633,2016-12-31,2016,Dec,Saturday,10,26,18,10:00-10:30,0.55
110,3633,2018-01-03,2018,Jan,Wednesday,13,12,10,13:00-13:30,0.167
111,3633,2018-05-13,2018,May,Sunday,11,3,18,11:00-11:30,0.85
112,3633,2017-11-13,2017,Nov,Monday,15,11,43,15:00-15:30,0.867
113,3633,2017-12-29,2017,Dec,Friday,16,56,7,16:30-17:00,0.167
114,3633,2016-07-21,2016,Jul,Thursday,8,53,34,08:30-09:00,0.283
115,3633,2018-07-17,2018,Jul,Tuesday,23,6,24,23:00-23:30,6.167
116,3633,2017-12-23,2017,Dec,Saturday,8,43,22,08:30-09:00,0.167
117,3633,2017-06-07,2017,Jun,Wednesday,16,52,6,16:30-17:00,2.167
118,3633,2017-07-10,2017,Jul,Monday,0,46,4,00:30-01:00,1.633
119,8953,2017-10-12,2017,Oct,Thursday,14,37,19,14:30-15:00,3.333
120,8953,2017-09-28,2017,Sep,Thursday,17,37,8,17:30-18:00,2.333
121,3633,2018-01-09,2018,Jan,Tuesday,21,55,44,21:30-22:00,4.333
122,8953,2017-11-28,2017,Nov,Tuesday,16,42,21,16:30-17:00,0.167
123,3633,2016-07-09,2016,Jul,Saturday,8,50,22,08:30-09:00,1.667
124,3633,2018-02-09,2018,Feb,Friday,13,14,7,13:00-13:30,4.067
125,3633,2017-09-01,2017,Sep,Friday,9,3,24,09:00-09:30,1.133
126,3633,2017-03-06,2017,Mar,Monday,19,42,4,19:30-20:00,0.033
127,3633,2018-05-23,2018,May,Wednesday,7,21,53,07:00-07:30,3.167
128,3633,2018-07-11,2018,Jul,Wednesday,19,18,9,19:00-19:30,1.717
129,3633,2017-11-24,2017,Nov,Friday,14,14,12,14:00-14:30,0.667
130,3633,2018-06-10,2018,Jun,Sunday,6,3,23,06:00-06:30,10.967
131,3633,2017-10-21,2017,Oct,Saturday,16,0,22,16:00-16:30,0.667
132,3633,2017-06-19,2017,Jun,Monday,3,18,40,03:00-03:30,1.683
133,3633,2017-11-07,2017,Nov,Tuesday,18,57,39,18:30-19:00,0.333
134,3633,2018-12-11,2018,Dec,Tuesday,9,14,47,09:00-09:30,0.333
135,3633,2018-11-11,2018,Nov,Sunday,17,2,37,17:00-17:30,5.183
136,3633,2017-01-24,2017,Jan,Tuesday,13,7,55,13:00-13:30,0.167
137,3633,2018-01-08,2018,Jan,Monday,1,7,38,01:00-01:30,6.85
138,3633,2018-12-08,2018,Dec,Saturday,14,8,38,14:00-14:30,0.333
139,3633,2018-09-20,2018,Sep,Thursday,10,10,48,10:00-10:30,0.667
140,3633,2016-12-24,2016,Dec,Saturday,18,25,40,18:00-18:30,0.15
141,3633,2017-03-10,2017,Mar,Friday,5,42,14,05:30-06:00,0.1
142,3633,2017-08-24,2017,Aug,Thursday,7,23,42,07:00-07:30,4.333
143,3633,2018-06-15,2018,Jun,Friday,15,53,4,15:30-16:00,1.933
144,3633,2017-12-24,2017,Dec,Sunday,13,30,2,13:30-14:00,3.167
145,8953,2017-10-25,2017,Oct,Wednesday,19,28,59,19:00-19:30,0.15
146,3633,2018-11-12,2018,Nov,Monday,8,43,48,08:30-09:00,0.833
147,8953,2017-08-07,2017,Aug,Monday,14,27,16,14:00-14:30,9.183
148,3633,2016-11-03,2016,Nov,Thursday,14,20,27,14:00-14:30,0.667
149,8953,2017-07-11,2017,Jul,Tuesday,9,8,25,09:00-09:30,0.167
150,3633,2018-12-03,2018,Dec,Monday,22,45,42,22:30-23:00,1.833
151,3633,2018-10-29,2018,Oct,Monday,20,17,48,20:00-20:30,0.15
152,3633,2018-08-15,2018,Aug,Wednesday,20,14,26,20:00-20:30,1.5
153,3633,2017-01-22,2017,Jan,Sunday,6,53,53,06:30-07:00,0.667
154,3633,2018-04-25,2018,Apr,Wednesday,5,23,30,05:00-05:30,0.55
155,3633,2017-02-27,2017,Feb,Monday,12,58,30,12:30-13:00,0.85
156,3633,2017-08-22,2017,Aug,Tuesday,20,49,10,20:30-21:00,54.717
157,3633,2016-08-29,2016,Aug,Monday,17,35,18,17:30-18:00,10.25
158,3633,2016-08-02,2016,Aug,Tuesday,20,15,5,20:00-20:30,0.167
159,3633,2016-08-26,2016,Aug,Friday,1,35,55,01:30-02:00,4.167
160,3633,2017-03-28,2017,Mar,Tuesday,9,42,22,09:30-10:00,0.3
161,8953,2017-01-05,2017,Jan,Thursday,4,30,4,04:30-05:00,0.983
162,3633,2017-02-01,2017,Feb,Wednesday,16,41,26,16:30-17:00,0.567
163,8953,2016-12-13,2016,Dec,Tuesday,15,34,53,15:30-16:00,0.167
164,3633,2018-01-20,2018,Jan,Saturday,11,12,8,11:00-11:30,0.667
165,3633,2017-01-24,2017,Jan,Tuesday,20,57,6,20:30-21:00,3.4
166,3633,2017-02-04,2017,Feb,Saturday,20,21,32,20:00-20:30,0.167
167,3633,2016-08-20,2016,Aug,Saturday,12,51,10,12:30-13:00,2.333
168,3633,2017-12-29,2017,Dec,Friday,17,43,37,17:30-18:00,0.167
169,3633,2016-09-09,2016,Sep,Friday,7,7,20,07:00-07:30,0.167
170,3633,2018-07-24,2018,Jul,Tuesday,9,49,37,09:30-10:00,0.5
171,3633,2017-06-08,2017,Jun,Thursday,11,43,12,11:30-12:00,0.333
172,3633,2016-12-10,2016,Dec,Saturday,12,56,34,12:30-13:00,5.467
173,3633,2018-03-08,2018,Mar,Thursday,13,12,31,13:00-13:30,1.083
174,3633,2017-01-24,2017,Jan,Tuesday,20,40,36,20:30-21:00,0.167
175,3633,2018-03-29,2018,Mar,Thursday,16,38,53,16:30-17:00,1.183
176,3633,2018-08-20,2018,Aug,Monday,21,53,4,21:30-22:00,0.333
177,3633,2017-10-15,2017,Oct,Sunday,14,17,30,14:00-14:30,1.833
178,3633,2018-11-08,2018,Nov,Thursday,3,10,54,03:00-03:30,0.167
179,3633,2016-07-19,2016,Jul,Tuesday,10,8,52,10:00-10:30,0.167
180,3633,2018-11-19,2018,Nov,Monday,16,11,2,16:00-16:30,0.283
181,3633,2018-05-17,2018,May,Thursday,9,34,40,09:30-10:00,1.083
182,3633,2017-12-07,2017,Dec,Thursday,8,23,23,08:00-08:30,0.983
183,3633,2018-07-11,2018,Jul,Wednesday,19,43,32,19:30-20:00,1.783
184,3633,2018-04-01,2018,Apr,Sunday,21,31,26,21:30-22:00,0.433
185,3633,2018-07-02,2018,Jul,Monday,17,21,39,17:00-17:30,3.183
186,3633,2018-08-27,2018,Aug,Monday,13,51,57,13:30-14:00,2.683
187,3633,2018-03-04,2018,Mar,Sunday,16,37,56,16:30-17:00,0.667
188,3633,2018-10-24,2018,Oct,Wednesday,19,9,34,19:00-19:30,2.833
189,8953,2017-02-06,2017,Feb,Monday,16,5,4,16:00-16:30,0.167
190,3633,2018-05-07,2018,May,Monday,14,3,44,14:00-14:30,3.0
191,3633,2017-11-12,2017,Nov,Sunday,16,45,44,16:30-17:00,0.283
192,3633,2016-12-21,2016,Dec,Wednesday,15,5,23,15:00-15:30,0.167
193,3633,2017-10-05,2017,Oct,Thursday,13,31,53,13:30-14:00,0.15
194,3633,2017-03-05,2017,Mar,Sunday,15,44,44,15:30-16:00,0.167
195,3633,2018-02-19,2018,Feb,Monday,15,18,21,15:00-15:30,0.667
196,3633,2018-08-21,2018,Aug,Tuesday,20,59,47,20:30-21:00,0.333
197,3633,2017-09-28,2017,Sep,Thursday,7,6,40,07:00-07:30,0.833
198,3633,2016-09-20,2016,Sep,Tuesday,18,54,24,18:30-19:00,8.9
199,3633,2018-04-30,2018,Apr,Monday,8,1,49,08:00-08:30,1.167
200,3633,2017-01-09,2017,Jan,Monday,20,57,16,20:30-21:00,0.15
201,3633,2016-08-15,2016,Aug,Monday,18,6,56,18:00-18:30,0.683
202,3633,2017-05-20,2017,May,Saturday,14,42,25,14:30-15:00,0.633
203,3633,2018-06-23,2018,Jun,Saturday,18,10,25,18:00-18:30,0.167
204,8953,2017-01-19,2017,Jan,Thursday,17,11,21,17:00-17:30,0.167
205,3633,2017-01-10,2017,Jan,Tuesday,14,30,5,14:30-15:00,0.05
206,3633,2018-09-29,2018,Sep,Saturday,15,8,15,15:00-15:30,2.183
207,3633,2016-09-03,2016,Sep,Saturday,5,37,30,05:30-06:00,0.45
208,3633,2018-01-11,2018,Jan,Thursday,18,29,17,18:00-18:30,0.017
209,3633,2018-11-12,2018,Nov,Monday,9,30,13,09:30-10:00,3.0
210,8953,2017-02-21,2017,Feb,Tuesday,20,15,40,20:00-20:30,1.683
211,3633,2018-05-12,2018,May,Saturday,10,25,19,10:00-10:30,1.0
212,3633,2016-09-16,2016,Sep,Friday,6,28,30,06:00-06:30,6.0
213,3633,2018-03-28,2018,Mar,Wednesday,18,20,34,18:00-18:30,0.083
214,3633,2017-08-21,2017,Aug,Monday,19,19,2,19:00-19:30,7.017
215,3633,2016-09-20,2016,Sep,Tuesday,6,42,45,06:30-07:00,0.033
216,3633,2016-07-18,2016,Jul,Monday,20,16,10,20:00-20:30,3.85
217,3633,2016-12-16,2016,Dec,Friday,12,44,47,12:30-13:00,0.283
218,3633,2017-01-28,2017,Jan,Saturday,14,53,14,14:30-15:00,0.15
219,3633,2016-11-17,2016,Nov,Thursday,16,13,8,16:00-16:30,0.6
220,3633,2017-04-08,2017,Apr,Saturday,5,24,0,05:00-05:30,11.0
221,3633,2018-11-21,2018,Nov,Wednesday,19,58,28,19:30-20:00,0.167
222,3633,2018-05-12,2018,May,Saturday,8,3,56,08:00-08:30,5.05
223,3633,2018-01-22,2018,Jan,Monday,13,17,47,13:00-13:30,0.017
224,3633,2017-02-27,2017,Feb,Monday,19,24,12,19:00-19:30,4.817
225,3633,2018-05-10,2018,May,Thursday,10,43,57,10:30-11:00,1.333
226,3633,2017-06-05,2017,Jun,Monday,18,25,48,18:00-18:30,1.067
227,3633,2017-06-08,2017,Jun,Thursday,5,32,6,05:30-06:00,0.5
228,3633,2017-04-14,2017,Apr,Friday,17,37,22,17:30-18:00,0.833
229,8953,2017-05-21,2017,May,Sunday,17,58,16,17:30-18:00,1.85
230,3633,2017-07-18,2017,Jul,Tuesday,21,8,42,21:00-21:30,1.167
231,3633,2016-09-24,2016,Sep,Saturday,16,45,26,16:30-17:00,1.167
232,3633,2016-09-27,2016,Sep,Tuesday,15,2,11,15:00-15:30,0.667
233,8953,2017-06-06,2017,Jun,Tuesday,13,42,28,13:30-14:00,0.167
234,3633,2018-07-10,2018,Jul,Tuesday,12,23,8,12:00-12:30,0.35
235,3633,2017-11-05,2017,Nov,Sunday,12,42,7,12:30-13:00,5.667
236,3633,2017-12-21,2017,Dec,Thursday,10,15,39,10:00-10:30,0.833
237,8953,2017-01-25,2017,Jan,Wednesday,11,5,37,11:00-11:30,0.833
238,3633,2018-12-16,2018,Dec,Sunday,18,14,35,18:00-18:30,1.5
239,3633,2016-10-21,2016,Oct,Friday,6,22,33,06:00-06:30,0.333
240,3633,2017-05-21,2017,May,Sunday,14,48,35,14:30-15:00,1.5
241,3633,2018-04-28,2018,Apr,Saturday,14,42,37,14:30-15:00,5.5
242,3633,2017-06-04,2017,Jun,Sunday,6,9,2,06:00-06:30,1.5
243,3633,2016-08-10,2016,Aug,Wednesday,16,25,34,16:00-16:30,0.117
244,3633,2018-02-01,2018,Feb,Thursday,15,46,14,15:30-16:00,0.5
245,3633,2018-06-21,2018,Jun,Thursday,6,46,26,06:30-07:00,0.5
246,8953,2017-05-25,2017,May,Thursday,13,26,21,13:00-13:30,0.8
247,3633,2018-12-31,2018,Dec,Monday,13,4,24,13:00-13:30,2.683
248,3633,2018-03-09,2018,Mar,Friday,19,0,56,19:00-19:30,3.5
249,8953,2017-01-28,2017,Jan,Saturday,12,53,36,12:30-13:00,0.117
250,3633,2017-06-09,2017,Jun,Friday,19,50,1,19:30-20:00,0.167
251,3633,2017-07-17,2017,Jul,Monday,7,26,36,07:00-07:30,3.917
252,8953,2017-11-16,2017,Nov,Thursday,20,55,0,20:30-21:00,0.333
253,3633,2016-11-18,2016,Nov,Friday,12,4,8,12:00-12:30,0.833
254,3633,2018-12-07,2018,Dec,Friday,6,12,40,06:00-06:30,9.683
255,3633,2018-11-17,2018,Nov,Saturday,20,58,32,20:30-21:00,0.133
256,3633,2018-10-31,2018,Oct,Wednesday,11,42,42,11:30-12:00,1.5
257,3633,2016-09-02,2016,Sep,Friday,10,30,41,10:30-11:00,0.333
258,3633,2017-01-10,2017,Jan,Tuesday,20,57,23,20:30-21:00,1.133
259,3633,2017-01-24,2017,Jan,Tuesday,21,4,31,21:00-21:30,0.167
260,3633,2016-09-28,2016,Sep,Wednesday,5,3,50,05:00-05:30,0.567
261,3633,2017-12-31,2017,Dec,Sunday,13,47,51,13:30-14:00,0.433
262,3633,2018-05-16,2018,May,Wednesday,9,57,10,09:30-10:00,0.483
263,3633,2016-12-15,2016,Dec,Thursday,23,6,19,23:00-23:30,2.383
264,3633,2018-11-27,2018,Nov,Tuesday,15,35,45,15:30-16:00,0.167
265,3633,2016-11-05,2016,Nov,Saturday,12,39,13,12:30-13:00,9.5
266,3633,2017-05-06,2017,May,Saturday,16,57,27,16:30-17:00,0.167
267,3633,2018-07-31,2018,Jul,Tuesday,12,25,16,12:00-12:30,2.667
268,3633,2016-12-11,2016,Dec,Sunday,8,25,58,08:00-08:30,1.183
269,3633,2018-06-18,2018,Jun,Monday,7,33,43,07:30-08:00,0.35
270,3633,2018-05-24,2018,May,Thursday,15,44,32,15:30-16:00,0.433
271,3633,2016-08-04,2016,Aug,Thursday,13,5,7,13:00-13:30,0.167
272,3633,2018-01-05,2018,Jan,Friday,0,16,11,00:00-00:30,4.183
273,8953,2016-12-10,2016,Dec,Saturday,13,32,11,13:30-14:00,0.167
274,3633,2016-11-28,2016,Nov,Monday,6,0,11,06:00-06:30,0.833
275,3633,2016-07-12,2016,Jul,Tuesday,12,35,54,12:30-13:00,1.567
276,3633,2018-06-10,2018,Jun,Sunday,13,53,34,13:30-14:00,1.983
277,8953,2017-10-08,2017,Oct,Sunday,9,30,49,09:30-10:00,2.533
278,3633,2018-03-28,2018,Mar,Wednesday,3,47,34,03:30-04:00,0.167
279,3633,2017-06-14,2017,Jun,Wednesday,22,34,11,22:30-23:00,0.5
280,3633,2016-08-27,2016,Aug,Saturday,10,39,33,10:30-11:00,0.167
281,3633,2016-12-19,2016,Dec,Monday,22,57,13,22:30-23:00,0.167
282,3633,2018-07-05,2018,Jul,Thursday,8,20,8,08:00-08:30,0.5
283,3633,2018-06-11,2018,Jun,Monday,10,56,46,10:30-11:00,0.583
284,3633,2017-03-10,2017,Mar,Friday,5,14,24,05:00-05:30,0.833
285,3633,2016-12-16,2016,Dec,Friday,8,48,13,08:30-09:00,0.95
286,3633,2018-09-16,2018,Sep,Sunday,16,12,3,16:00-16:30,0.167
287,3633,2018-03-01,2018,Mar,Thursday,14,40,43,14:30-15:00,2.167
288,3633,2018-06-12,2018,Jun,Tuesday,13,48,6,13:30-14:00,0.2
289,3633,2017-06-09,2017,Jun,Friday,17,59,29,17:30-18:00,0.167
290,3633,2018-06-17,2018,Jun,Sunday,5,36,58,05:30-06:00,1.25
291,3633,2017-04-06,2017,Apr,Thursday,5,53,31,05:30-06:00,1.467
292,3633,2018-05-16,2018,May,Wednesday,14,39,52,14:30-15:00,0.167
293,3633,2016-12-02,2016,Dec,Friday,18,26,6,18:00-18:30,3.35
294,3633,2017-12-16,2017,Dec,Saturday,8,48,12,08:30-09:00,0.05
295,8953,2016-12-14,2016,Dec,Wednesday,17,29,35,17:00-17:30,4.083
296,3633,2018-01-22,2018,Jan,Monday,13,5,43,13:00-13:30,7.35
297,3633,2018-06-18,2018,Jun,Monday,17,31,31,17:30-18:00,2.15
298,3633,2018-04-25,2018,Apr,Wednesday,13,31,3,13:30-14:00,0.317
299,3633,2017-01-10,2017,Jan,Tuesday,21,9,48,21:00-21:30,2.65
300,8953,2017-01-01,2017,Jan,Sunday,8,39,28,08:30-09:00,2.0
301,3633,2018-02-15,2018,Feb,Thursday,13,31,13,13:30-14:00,0.05
302,3633,2018-09-28,2018,Sep,Friday,7,2,10,07:00-07:30,0.667
303,3633,2017-01-03,2017,Jan,Tuesday,19,19,14,19:00-19:30,1.667
304,3633,2018-03-08,2018,Mar,Thursday,17,7,38,17:00-17:30,0.833
305,3633,2017-08-21,2017,Aug,Monday,19,26,23,19:00-19:30,4.833
306,3633,2018-10-10,2018,Oct,Wednesday,11,1,35,11:00-11:30,0.25
307,3633,2017-12-16,2017,Dec,Saturday,10,23,2,10:00-10:30,0.25
308,3633,2018-06-18,2018,Jun,Monday,11,6,17,11:00-11:30,0.067
309,3633,2018-12-16,2018,Dec,Sunday,9,8,42,09:00-09:30,2.15
310,3633,2017-01-23,2017,Jan,Monday,16,8,16,16:00-16:30,0.167
311,3633,2016-12-03,2016,Dec,Saturday,14,20,4,14:00-14:30,3.967
312,3633,2016-07-20,2016,Jul,Wednesday,15,59,23,15:30-16:00,0.167
313,3633,2016-09-07,2016,Sep,Wednesday,10,27,51,10:00-10:30,0.833
314,3633,2018-11-16,2018,Nov,Friday,19,22,12,19:00-19:30,0.333
315,3633,2016-08-24,2016,Aug,Wednesday,12,33,2,12:30-13:00,3.5
316,8953,2017-11-07,2017,Nov,Tuesday,12,33,42,12:30-13:00,0.05
317,3633,2016-10-16,2016,Oct,Sunday,14,4,43,14:00-14:30,1.617
318,3633,2018-01-06,2018,Jan,Saturday,20,51,40,20:30-21:00,5.017
319,3633,2016-07-17,2016,Jul,Sunday,1,2,20,01:00-01:30,0.167
320,3633,2017-01-17,2017,Jan,Tuesday,8,41,43,08:30-09:00,2.35
321,3633,2018-01-22,2018,Jan,Monday,13,36,48,13:30-14:00,5.7
322,3633,2018-03-18,2018,Mar,Sunday,15,20,44,15:00-15:30,7.767
323,3633,2016-09-25,2016,Sep,Sunday,16,17,45,16:00-16:30,0.167
324,3633,2017-12-15,2017,Dec,Friday,12,47,22,12:30-13:00,5.517
325,3633,2018-08-15,2018,Aug,Wednesday,12,47,26,12:30-13:00,0.333
326,3633,2016-07-17,2016,Jul,Sunday,20,8,39,20:00-20:30,2.667
327,3633,2017-04-08,2017,Apr,Saturday,20,29,22,20:00-20:30,0.167
328,3633,2017-02-09,2017,Feb,Thursday,19,14,56,19:00-19:30,0.917
329,3633,2016-12-06,2016,Dec,Tuesday,18,27,59,18:00-18:30,0.183
330,8953,2017-08-22,2017,Aug,Tuesday,19,26,34,19:00-19:30,2.35
331,3633,2017-03-08,2017,Mar,Wednesday,6,55,56,06:30-07:00,1.2
332,8953,2017-06-27,2017,Jun,Tuesday,16,36,54,16:30-17:00,0.167
