,index,duration_min,session,day,Dialy_Average,percentage
418,2018-07-26,0.833,2,Thursday,1.3,-0.3592307692307693
419,2018-07-27,6.734,8,Friday,1.3,4.18
420,2018-07-28,2.8000000000000003,4,Saturday,1.6,0.7500000000000001
421,2018-07-29,0.283,1,Sunday,1.5,-0.8113333333333334
422,2018-07-30,15.849,5,Monday,1.4,10.320714285714287
423,2018-07-31,0.667,2,Tuesday,1.4,-0.5235714285714285
424,2018-08-01,2.167,4,Wednesday,1.4,0.5478571428571428
425,2018-08-02,1.834,5,Thursday,1.3,0.4107692307692308
426,2018-08-03,0.0,0,Friday,1.3,-1.0
427,2018-08-04,0.30000000000000004,2,Saturday,1.6,-0.8125
428,2018-08-05,3.667,4,Sunday,1.5,1.4446666666666665
429,2018-08-06,5.5,3,Monday,1.4,2.9285714285714284
430,2018-08-07,2.4,1,Tuesday,1.4,0.7142857142857143
431,2018-08-08,1.484,4,Wednesday,1.4,0.06000000000000006
432,2018-08-09,4.301,5,Thursday,1.3,2.308461538461539
433,2018-08-10,0.5,2,Friday,1.3,-0.6153846153846154
434,2018-08-11,1.583,2,Saturday,1.6,-0.010625000000000079
435,2018-08-12,2.583,5,Sunday,1.5,0.7220000000000001
436,2018-08-13,5.1,5,Monday,1.4,2.642857142857143
437,2018-08-14,3.4499999999999993,5,Tuesday,1.4,1.464285714285714
438,2018-08-15,5.199,4,Wednesday,1.4,2.7135714285714285
439,2018-08-16,4.2,8,Thursday,1.3,2.230769230769231
440,2018-08-17,6.833,6,Friday,1.3,4.256153846153846
441,2018-08-18,2.915,5,Saturday,1.6,0.8218749999999999
442,2018-08-19,5.251,5,Sunday,1.5,2.500666666666667
443,2018-08-20,6.016,3,Monday,1.4,3.297142857142857
444,2018-08-21,0.934,3,Tuesday,1.4,-0.3328571428571428
445,2018-08-22,1.217,2,Wednesday,1.4,-0.1307142857142856
446,2018-08-23,6.6,3,Thursday,1.3,4.076923076923077
447,2018-08-24,0.45000000000000007,3,Friday,1.3,-0.6538461538461539
448,2018-08-25,6.284,4,Saturday,1.6,2.9274999999999993
449,2018-08-26,0.867,3,Sunday,1.5,-0.422
450,2018-08-27,3.968,5,Monday,1.4,1.8342857142857145
451,2018-08-28,0.917,4,Tuesday,1.4,-0.3449999999999999
452,2018-08-29,5.0,5,Wednesday,1.4,2.5714285714285716
453,2018-08-30,5.7669999999999995,4,Thursday,1.3,3.4361538461538457
454,2018-08-31,2.001,3,Friday,1.3,0.5392307692307691
455,2018-09-01,0.0,0,Saturday,1.6,-1.0
456,2018-09-02,8.716,6,Sunday,1.5,4.810666666666666
457,2018-09-03,4.651,7,Monday,1.4,2.322142857142857
458,2018-09-04,2.483,3,Tuesday,1.4,0.7735714285714288
459,2018-09-05,0.651,3,Wednesday,1.4,-0.5349999999999999
460,2018-09-06,1.8840000000000001,7,Thursday,1.3,0.44923076923076927
461,2018-09-07,21.933,7,Friday,1.3,15.87153846153846
462,2018-09-08,11.168,4,Saturday,1.6,5.9799999999999995
463,2018-09-09,24.701,8,Sunday,1.5,15.467333333333334
464,2018-09-10,2.3659999999999997,2,Monday,1.4,0.6899999999999998
465,2018-09-11,0.667,1,Tuesday,1.4,-0.5235714285714285
466,2018-09-12,5.15,3,Wednesday,1.4,2.6785714285714293
467,2018-09-13,3.968,7,Thursday,1.3,2.0523076923076924
468,2018-09-14,4.934,4,Friday,1.3,2.7953846153846156
469,2018-09-15,6.9,3,Saturday,1.6,3.3125000000000004
470,2018-09-16,4.0840000000000005,5,Sunday,1.5,1.722666666666667
471,2018-09-17,8.901,4,Monday,1.4,5.357857142857143
472,2018-09-18,14.517,3,Tuesday,1.4,9.369285714285715
473,2018-09-19,0.43400000000000005,2,Wednesday,1.4,-0.69
474,2018-09-20,3.2179999999999995,6,Thursday,1.3,1.4753846153846149
475,2018-09-21,2.017,4,Friday,1.3,0.5515384615384614
476,2018-09-22,1.7169999999999999,3,Saturday,1.6,0.07312499999999986
477,2018-09-23,1.0670000000000002,2,Sunday,1.5,-0.28866666666666657
478,2018-09-24,3.3,7,Monday,1.4,1.3571428571428572
479,2018-09-25,0.0,0,Tuesday,1.4,-1.0
480,2018-09-26,20.685,7,Wednesday,1.4,13.775
481,2018-09-27,4.999999999999999,7,Thursday,1.3,2.8461538461538454
482,2018-09-28,4.501,5,Friday,1.3,2.4623076923076925
483,2018-09-29,45.669,13,Saturday,1.6,27.543124999999996
484,2018-09-30,0.0,0,Sunday,1.5,-1.0
485,2018-10-01,1.3,2,Monday,1.4,-0.07142857142857134
486,2018-10-02,8.333,2,Tuesday,1.4,4.952142857142857
487,2018-10-03,2.95,6,Wednesday,1.4,1.1071428571428574
488,2018-10-04,2.566,4,Thursday,1.3,0.9738461538461537
489,2018-10-05,1.35,2,Friday,1.3,0.03846153846153849
490,2018-10-06,38.748,7,Saturday,1.6,23.217499999999998
491,2018-10-07,0.5,1,Sunday,1.5,-0.6666666666666666
492,2018-10-08,10.766,7,Monday,1.4,6.69
493,2018-10-09,3.733,4,Tuesday,1.4,1.6664285714285716
494,2018-10-10,2.5,2,Wednesday,1.4,0.7857142857142858
495,2018-10-11,8.299999999999999,9,Thursday,1.3,5.384615384615384
496,2018-10-12,2.333,1,Friday,1.3,0.7946153846153847
497,2018-10-13,0.933,2,Saturday,1.6,-0.416875
498,2018-10-14,3.6180000000000003,5,Sunday,1.5,1.4120000000000001
499,2018-10-15,10.183999999999997,7,Monday,1.4,6.274285714285712
500,2018-10-16,2.2840000000000003,5,Tuesday,1.4,0.6314285714285717
501,2018-10-17,15.783,5,Wednesday,1.4,10.27357142857143
502,2018-10-18,2.501,5,Thursday,1.3,0.9238461538461537
503,2018-10-19,10.001,8,Friday,1.3,6.693076923076922
504,2018-10-20,0.501,3,Saturday,1.6,-0.6868750000000001
505,2018-10-21,3.9330000000000003,3,Sunday,1.5,1.622
506,2018-10-22,15.549000000000001,5,Monday,1.4,10.106428571428573
507,2018-10-23,0.167,1,Tuesday,1.4,-0.8807142857142857
508,2018-10-24,3.917,5,Wednesday,1.4,1.7978571428571428
509,2018-10-25,5.334,3,Thursday,1.3,3.1030769230769226
510,2018-10-26,5.833,2,Friday,1.3,3.4869230769230772
511,2018-10-27,15.517,3,Saturday,1.6,8.698125
512,2018-10-28,10.565999999999999,2,Sunday,1.5,6.044
513,2018-10-29,13.666,6,Monday,1.4,8.761428571428572
514,2018-10-30,0.0,0,Tuesday,1.4,-1.0
515,2018-10-31,0.366,2,Wednesday,1.4,-0.7385714285714284
516,2018-11-01,12.248999999999999,8,Thursday,1.3,8.42230769230769
517,2018-11-02,8.434,6,Friday,1.3,5.487692307692307
518,2018-11-03,30.933999999999997,6,Saturday,1.6,18.333749999999995
519,2018-11-04,9.383999999999999,9,Sunday,1.5,5.255999999999999
520,2018-11-05,2.551,8,Monday,1.4,0.8221428571428574
521,2018-11-06,7.350999999999999,6,Tuesday,1.4,4.2507142857142854
522,2018-11-07,1.084,4,Wednesday,1.4,-0.22571428571428562
523,2018-11-08,0.651,4,Thursday,1.3,-0.49923076923076926
524,2018-11-09,2.234,4,Friday,1.3,0.7184615384615384
525,2018-11-10,0.167,1,Saturday,1.6,-0.895625
526,2018-11-11,0.1,1,Sunday,1.5,-0.9333333333333332
527,2018-11-12,3.301,6,Monday,1.4,1.357857142857143
528,2018-11-13,0.667,1,Tuesday,1.4,-0.5235714285714285
529,2018-11-14,0.0,0,Wednesday,1.4,-1.0
530,2018-11-15,51.401,5,Thursday,1.3,38.53923076923077
531,2018-11-16,18.7,6,Friday,1.3,13.384615384615383
532,2018-11-17,1.3830000000000002,4,Saturday,1.6,-0.1356249999999999
533,2018-11-18,1.0,1,Sunday,1.5,-0.3333333333333333
534,2018-11-19,0.0,0,Monday,1.4,-1.0
535,2018-11-20,0.167,1,Tuesday,1.4,-0.8807142857142857
536,2018-11-21,0.0,0,Wednesday,1.4,-1.0
537,2018-11-22,6.433,3,Thursday,1.3,3.9484615384615385
538,2018-11-23,7.733999999999999,4,Friday,1.3,4.949230769230769
539,2018-11-24,5.416,6,Saturday,1.6,2.3850000000000002
540,2018-11-25,2.0,2,Sunday,1.5,0.3333333333333333
541,2018-11-26,1.55,3,Monday,1.4,0.10714285714285725
542,2018-11-27,5.5,1,Tuesday,1.4,2.9285714285714284
543,2018-11-28,1.0170000000000001,4,Wednesday,1.4,-0.2735714285714284
544,2018-11-29,47.816,5,Thursday,1.3,35.78153846153847
545,2018-11-30,0.0,0,Friday,1.3,-1.0
546,2018-12-01,18.416,3,Saturday,1.6,10.509999999999998
547,2018-12-02,5.05,2,Sunday,1.5,2.3666666666666667
548,2018-12-03,8.5,6,Monday,1.4,5.071428571428571
549,2018-12-04,4.2509999999999994,6,Tuesday,1.4,2.036428571428571
550,2018-12-05,0.0,0,Wednesday,1.4,-1.0
551,2018-12-06,7.849,3,Thursday,1.3,5.037692307692308
552,2018-12-07,0.0,0,Friday,1.3,-1.0
553,2018-12-08,0.0,0,Saturday,1.6,-1.0
554,2018-12-09,15.3,2,Sunday,1.5,9.200000000000001
555,2018-12-10,2.333,3,Monday,1.4,0.6664285714285717
556,2018-12-11,12.051999999999998,8,Tuesday,1.4,7.608571428571428
557,2018-12-12,6.351,8,Wednesday,1.4,3.536428571428572
558,2018-12-13,10.299000000000001,7,Thursday,1.3,6.922307692307693
559,2018-12-14,1.7510000000000001,5,Friday,1.3,0.34692307692307695
560,2018-12-15,2.383,2,Saturday,1.6,0.48937499999999995
561,2018-12-16,1.5010000000000001,3,Sunday,1.5,0.0006666666666667412
562,2018-12-17,2.367,3,Monday,1.4,0.6907142857142858
563,2018-12-18,16.799999999999997,7,Tuesday,1.4,10.999999999999998
564,2018-12-19,6.1,5,Wednesday,1.4,3.3571428571428568
565,2018-12-20,4.7330000000000005,4,Thursday,1.3,2.6407692307692314
566,2018-12-21,8.899999999999999,7,Friday,1.3,5.846153846153845
